          	                             f_1	                             f_2	                             f_3	                             f_4	                             f_5	                             f_6	                             f_7	                             f_8	                             f_9	                            f_10	                            f_19	                            f_28	                            f_20	                            f_21	                            f_23	                            f_24	                            f_25	                            f_26	                            f_17	                            f_18
          	------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      f_1|	00000000000000000000000000000000	00000000000000000000000000000000	11111111111101101111111101111110	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111
      f_2|	00000000000000000000000000000000	00000000000000000000000000000000	11111111111101101111111101111110	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111
      f_3|	11110111111101101110110001111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111101111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111
      f_4|	11110111111101101110110001111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111101111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111
      f_5|	00011000001000010000001000001000	00000000000000000000000000000000	01011001001010011000001001001000	00000000000000000000000000000000	00000000000000000000000000000000	11011001001110011100001011001000	00000000000000000000000000000000	11011111101110011101011111111110	00000000000000000000000000000000	00000000000000000000000000000000	11011111111111011101011111111110	11111111111111111101111111111110	11111111111111111111111111111110	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111110	00000000000000000000000000000000	11111111111111111111111111111111
      f_6|	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	11111111111111111111111111111111
      f_7|	10111011111011111111101111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111
      f_8|	10000110010110001011110101010000	00000000000000000000000000000000	10100110111110101111110101010100	00000000000000000000000000000000	11100110111110111111110101111110	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11101110111110111111110101111110	00000000000000000000000000000000	11111110111110111111110111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111110111110111111110111111111	00000000000000000000000000000000	11111111111111111111111111111111
      f_9|	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001
     f_10|	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001
