          	                             f_1	                             f_2	                             f_3	                             f_4	                             f_5	                             f_6	                             f_7	                             f_8	                             f_9	                            f_10	                            f_19	                            f_28	                            f_20	                            f_21	                            f_23	                            f_24	                            f_25	                            f_26	                            f_17	                            f_18
          	------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      f_1|	00000000000000000000000000000000	00000000000000000000000000000000	10011101111101101111111111010111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_2|	00000000000000000000000000000000	00000000000000000000000000000000	10011101111101101111111111010111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_3|	11111011111111111110100111111100	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_4|	11111011111111111110100111111100	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_5|	00010010100000000001011001000100	00000000000000000000000000000000	10011010100100010101011011001110	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10111110101111011111111011001110	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111011111111011101111	11111111111111111111111011101111	11111111111111111111111011101111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_6|	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_7|	11111111111111111011111011011101	00000000000000000000000000000000	11111111111111111111111011011101	00000000000000000000000000000000	11111111111111111111111011111101	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_8|	11001101001111111010101110101001	00000000000000000000000000000000	11011101001111111110101111111101	00000000000000000000000000000000	11011101011111111111111111111101	00000000000000000000000000000000	11111101011111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	11111111111111111111111111111111
      f_9|	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001
     f_10|	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000001
